Passenger_Id,pclass,survived,name_with_salutions,name_without_salutions,sex,age,sibsp,parch,ticket,fare,cabin,embarked,boat,home_dest
371,3rd,0,"Paulner, Mr. Uscher","Paulner,  Uscher",male,,0,0,3411,8.7125,,Cherbourg,,
372,3rd,0,"Rush, Mr. Alfred George John","Rush,  Alfred George John",male,16.0,0,0,A/4. 20589,8.05,,Southampton,,
373,1st,1,"Ismay, Mr. Joseph Bruce","Ismay,  Joseph Bruce",male,49.0,0,0,112058,0.0,B52 B54 B56,Southampton,C,Liverpool
374,2nd,0,"Gale, Mr. Harry","Gale,  Harry",male,38.0,1,0,28664,21.0,,Southampton,,"Cornwall / Clear Creek, CO"
375,3rd,0,"Matinoff, Mr. Nicola","Matinoff,  Nicola",male,,0,0,349255,7.8958,,Cherbourg,,
376,3rd,0,"Meo, Mr. Alfonzo","Meo,  Alfonzo",male,55.5,0,0,A.5. 11206,8.05,,Southampton,,
377,1st,1,"Clark, Mrs. Walter Miller (Virginia McDowell)","Clark, Walter Miller (Virginia McDowell)",female,26.0,1,0,13508,136.7792,C89,Cherbourg,4,"Los Angeles, CA"
378,2nd,0,"Dibden, Mr. William","Dibden,  William",male,18.0,0,0,S.O.C. 14879,73.5,,Southampton,,"New Forest, England"
379,3rd,0,"Goncalves, Mr. Manuel Estanslas","Goncalves,  Manuel Estanslas",male,38.0,0,0,SOTON/O.Q. 3101306,7.05,,Southampton,,Portugal
380,2nd,1,"Renouf, Mrs. Peter Henry (Lillian Jefferys)","Renouf,  Peter Henry (Lillian Jefferys)",female,30.0,3,0,31027,21.0,,Southampton,,"Elizabeth, NJ"
381,1st,0,"Borebank, Mr. John James","Borebank, John James",male,42.0,0,0,110489,26.55,D22,Southampton,,"London / Winnipeg, MB"
382,3rd,0,"Sage, Mr. John George","Sage,  John George",male,,1,9,CA. 2343,69.55,,Southampton,,
383,3rd,0,"Boulos, Miss. Nourelain","Boulos,  Nourelain",female,9.0,1,1,2678,15.2458,,Cherbourg,,"Syria Kent, ON"
384,1st,0,"Natsch, Mr. Charles H","Natsch,  Charles H",male,37.0,0,1,PC 17596,29.7,C118,Cherbourg,,"Brooklyn, NY"
385,3rd,0,"Saade, Mr. Jean Nassr","Saade,  Jean Nassr",male,,0,0,2676,7.225,,Cherbourg,,
386,1st,1,"Cardeza, Mr. Thomas Drake Martinez","Cardeza, Thomas Drake Martinez",male,36.0,0,1,PC 17755,512.3292,B51 B53 B55,Cherbourg,3,"Austria-Hungary / Germantown, Philadelphia, PA"
387,3rd,0,"Plotcharsky, Mr. Vasil","Plotcharsky,  Vasil",male,,0,0,349227,7.8958,,Southampton,,
388,3rd,0,"Zabour, Miss. Hileni","Zabour,  Hileni",female,14.5,1,0,2665,14.4542,,Cherbourg,,
389,1st,1,"Swift, Mrs. Frederick Joel (Margaret Welles Barron)","Swift,  Frederick Joel (Margaret Welles Barron)",female,48.0,0,0,17466,25.9292,D17,Southampton,8,"Brooklyn, NY"
390,3rd,0,"Svensson, Mr. Olof","Svensson,  Olof",male,24.0,0,0,350035,7.7958,,Southampton,,
391,3rd,0,"Ford, Mr. William Neal","Ford,  William Neal",male,16.0,1,3,W./C. 6608,34.375,,Southampton,,"Rotherfield, Sussex, England Essex Co, MA"
392,1st,1,"Frolicher-Stehli, Mr. Maxmillian","Frolicher-Stehli,  Maxmillian",male,60.0,1,1,13567,79.2,B41,Cherbourg,5,"Zurich, Switzerland"
393,1st,1,"Fortune, Miss. Ethel Flora","Fortune,  Ethel Flora",female,28.0,3,2,19950,263.0,C23 C25 C27,Southampton,10,"Winnipeg, MB"
394,3rd,0,"Johnston, Master. William Arthur ""Willie""","Johnston, Master. William Arthur ""Willie""",male,,1,2,W./C. 6607,23.45,,Southampton,,
395,3rd,1,"Foo, Mr. Choong","Foo,  Choong",male,,0,0,1601,56.4958,,Southampton,13,"Hong Kong New York, NY"
396,2nd,0,"Clarke, Mr. Charles Valentine","Clarke,  Charles Valentine",male,29.0,1,0,2003,26.0,,Southampton,,"England / San Francisco, CA"
397,1st,1,"McGough, Mr. James Robert","McGough,  James Robert",male,36.0,0,0,PC 17473,26.2875,E25,Southampton,7,"Philadelphia, PA"
398,3rd,0,"Elias, Mr. Tannous","Elias,  Tannous",male,15.0,1,1,2695,7.2292,,Cherbourg,,Syria
399,2nd,0,"Mitchell, Mr. Henry Michael","Mitchell,  Henry Michael",male,70.0,0,0,C.A. 24580,10.5,,Southampton,,"Guernsey / Montclair, NJ and/or Toledo, Ohio"
400,3rd,0,"Rice, Master. Eric","Rice, Master. Eric",male,7.0,4,1,382652,29.125,,Queenstown,,
401,3rd,0,"Nilsson, Mr. August Ferdinand","Nilsson,  August Ferdinand",male,21.0,0,0,350410,7.8542,,Southampton,,
402,3rd,0,"Osen, Mr. Olaf Elon","Osen,  Olaf Elon",male,16.0,0,0,7534,9.2167,,Southampton,,
403,1st,0,"Meyer, Mr. Edgar Joseph","Meyer,  Edgar Joseph",male,28.0,1,0,PC 17604,82.1708,,Cherbourg,,"New York, NY"
404,2nd,1,"Hosono, Mr. Masabumi","Hosono,  Masabumi",male,42.0,0,0,237798,13.0,,Southampton,10,"Tokyo, Japan"
405,3rd,0,"Mineff, Mr. Ivan","Mineff,  Ivan",male,24.0,0,0,349233,7.8958,,Southampton,,
406,3rd,0,"Hassan, Mr. Houssein G N","Hassan,  Houssein G N",male,11.0,0,0,2699,18.7875,,Cherbourg,,
407,3rd,1,"Healy, Miss. Hanora ""Nora""","Healy,  Hanora ""Nora""",female,,0,0,370375,7.75,,Queenstown,16,
408,3rd,0,"Sutehall, Mr. Henry Jr","Sutehall,  Henry Jr",male,25.0,0,0,SOTON/OQ 392076,7.05,,Southampton,,
409,3rd,0,"Calic, Mr. Petar","Calic,  Petar",male,17.0,0,0,315086,8.6625,,Southampton,,
410,3rd,0,"Kraeff, Mr. Theodor","Kraeff,  Theodor",male,,0,0,349253,7.8958,,Cherbourg,,
411,3rd,0,"Maisner, Mr. Simon","Maisner,  Simon",male,,0,0,A/S 2816,8.05,,Southampton,,
412,3rd,0,"Ryan, Mr. Patrick","Ryan,  Patrick",male,,0,0,371110,24.15,,Queenstown,,
413,3rd,0,"Pettersson, Miss. Ellen Natalia","Pettersson,  Ellen Natalia",female,18.0,0,0,347087,7.775,,Southampton,,
414,1st,1,"Chaudanson, Miss. Victorine","Chaudanson, Victorine",female,36.0,0,0,PC 17608,262.375,B61,Cherbourg,4,
415,1st,1,"Futrelle, Mrs. Jacques Heath (Lily May Peel)","Futrelle,  Jacques Heath (Lily May Peel)",female,35.0,1,0,113803,53.1,C123,Southampton,D,"Scituate, MA"
416,1st,1,"Serepeca, Miss. Augusta","Serepeca,  Augusta",female,30.0,0,0,113798,31.0,,Cherbourg,4,
417,3rd,0,"Rasmussen, Mrs. (Lena Jacobsen Solvang)","Rasmussen,  (Lena Jacobsen Solvang)",female,,0,0,65305,8.1125,,Southampton,,
418,2nd,1,"Becker, Master. Richard F","Becker, Master. Richard F",male,1.0,2,1,230136,39.0,F4,Southampton,11,"Guntur, India / Benton Harbour, MI"
419,3rd,0,"Stankovic, Mr. Ivan","Stankovic,  Ivan",male,33.0,0,0,349239,8.6625,,Cherbourg,,
420,3rd,0,"Jensen, Mr. Niels Peder","Jensen,  Niels Peder",male,48.0,0,0,350047,7.8542,,Southampton,,
421,3rd,1,"Daly, Miss. Margaret Marcella ""Maggie""","Daly,  Margaret Marcella ""Maggie""",female,30.0,0,0,382650,6.95,,Queenstown,15,"Co Athlone, Ireland New York, NY"
422,3rd,1,"Jussila, Mr. Eiriik","Jussila,  Eiriik",male,32.0,0,0,STON/O 2. 3101286,7.925,,Southampton,15,
423,3rd,0,"Larsson, Mr. August Viktor","Larsson,  August Viktor",male,29.0,0,0,7545,9.4833,,Southampton,,
424,2nd,0,"Navratil, Mr. Michel (""Louis M Hoffman"")","Navratil,  Michel (""Louis M Hoffman"")",male,36.5,0,2,230080,26.0,F2,Southampton,,"Nice, France"
425,1st,1,"Smith, Mrs. Lucien Philip (Mary Eloise Hughes)","Smith,  Lucien Philip (Mary Eloise Hughes)",female,18.0,1,0,13695,60.0,C31,Southampton,6,"Huntington, WV"
426,3rd,0,"Cacic, Mr. Luka","Cacic,  Luka",male,38.0,0,0,315089,8.6625,,Southampton,,Croatia
427,2nd,0,"Collyer, Mr. Harvey","Collyer,  Harvey",male,31.0,1,1,C.A. 31921,26.25,,Southampton,,"Bishopstoke, Hants / Fayette Valley, ID"
428,1st,0,"Penasco y Castellana, Mr. Victor de Satode","Penasco y Castellana,  Victor de Satode",male,18.0,1,0,PC 17758,108.9,C65,Cherbourg,,"Madrid, Spain"
429,2nd,0,"Turpin, Mr. William John Robert","Turpin,  William John Robert",male,29.0,1,0,11668,21.0,,Southampton,,"Plymouth, England"
430,3rd,0,"Rouse, Mr. Richard Henry","Rouse,  Richard Henry",male,50.0,0,0,A/5 3594,8.05,,Southampton,,
431,3rd,1,"Tenglin, Mr. Gunnar Isidor","Tenglin,  Gunnar Isidor",male,25.0,0,0,350033,7.7958,,Southampton,13 15,
432,3rd,0,"Duane, Mr. Frank","Duane,  Frank",male,65.0,0,0,336439,7.75,,Queenstown,,
433,3rd,0,"Hanna, Mr. Mansour","Hanna,  Mansour",male,23.5,0,0,2693,7.2292,,Cherbourg,,
434,1st,0,"Gee, Mr. Arthur H","Gee,  Arthur H",male,47.0,0,0,111320,38.5,E63,Southampton,,"St Anne's-on-Sea, Lancashire"
435,1st,0,"Cavendish, Mr. Tyrell William","Cavendish, Tyrell William",male,36.0,1,0,19877,78.85,C46,Southampton,,"Little Onn Hall, Staffs"
436,3rd,0,"Sawyer, Mr. Frederick Charles","Sawyer,  Frederick Charles",male,24.5,0,0,342826,8.05,,Southampton,,
437,1st,0,"Millet, Mr. Francis Davis","Millet,  Francis Davis",male,65.0,0,0,13509,26.55,E38,Southampton,,"East Bridgewater, MA"
438,1st,1,"Chambers, Mr. Norman Campbell","Chambers, Norman Campbell",male,27.0,1,0,113806,53.1,E8,Southampton,5,"New York, NY / Ithaca, NY"
439,3rd,1,"Kink-Heilmann, Mr. Anton","Kink-Heilmann,  Anton",male,29.0,3,1,315153,22.025,,Southampton,2,
440,3rd,0,"Connolly, Miss. Kate","Connolly,  Kate",female,30.0,0,0,330972,7.6292,,Queenstown,,Ireland
441,3rd,0,"Ilmakangas, Miss. Pieta Sofia","Ilmakangas,  Pieta Sofia",female,25.0,1,0,STON/O2. 3101271,7.925,,Southampton,,
442,2nd,0,"Chapman, Mrs. John Henry (Sara Elizabeth Lawry)","Chapman,  John Henry (Sara Elizabeth Lawry)",female,29.0,1,0,SC/AH 29037,26.0,,Southampton,,"Cornwall / Spokane, WA"
443,3rd,0,"Gustafsson, Mr. Alfred Ossian","Gustafsson,  Alfred Ossian",male,20.0,0,0,7534,9.8458,,Southampton,,"Waukegan, Chicago, IL"
444,2nd,1,"Davies, Mrs. John Morgan (Elizabeth Agnes Mary White) ","Davies,  John Morgan (Elizabeth Agnes Mary White) ",female,48.0,0,2,C.A. 33112,36.75,,Southampton,14,"St Ives, Cornwall / Hancock, MI"
445,1st,1,"Flegenheim, Mrs. Alfred (Antoinette)","Flegenheim,  Alfred (Antoinette)",female,,0,0,PC 17598,31.6833,,Southampton,7,"New York, NY"
446,3rd,0,"Goodwin, Mr. Charles Frederick","Goodwin,  Charles Frederick",male,40.0,1,6,CA 2144,46.9,,Southampton,,"Wiltshire, England Niagara Falls, NY"
447,3rd,0,"Ford, Mr. Arthur","Ford,  Arthur",male,,0,0,A/5 1478,8.05,,Southampton,,"Bridgwater, Somerset, England"
448,3rd,1,"Svensson, Mr. Johan Cervin","Svensson,  Johan Cervin",male,14.0,0,0,7538,9.225,,Southampton,13,
449,2nd,1,"Watt, Miss. Bertha J","Watt,  Bertha J",female,12.0,0,0,C.A. 33595,15.75,,Southampton,9,"Aberdeen / Portland, OR"
450,3rd,0,"Olsvigen, Mr. Thor Anderson","Olsvigen,  Thor Anderson",male,20.0,0,0,6563,9.225,,Southampton,,"Oslo, Norway Cameron, WI"
451,2nd,1,"Watt, Mrs. James (Elizabeth ""Bessie"" Inglis Milne)","Watt,  James (Elizabeth ""Bessie"" Inglis Milne)",female,40.0,0,0,C.A. 33595,15.75,,Southampton,9,"Aberdeen / Portland, OR"
452,3rd,1,"Masselmani, Mrs. Fatima","Masselmani,  Fatima",female,,0,0,2649,7.225,,Cherbourg,C,
453,3rd,0,"Slocovski, Mr. Selman Francis","Slocovski,  Selman Francis",male,,0,0,SOTON/OQ 392086,8.05,,Southampton,,
454,1st,1,"Bird, Miss. Ellen","Bird, Ellen",female,29.0,0,0,PC 17483,221.7792,C97,Southampton,8,
455,3rd,1,"Ohman, Miss. Velin","Ohman,  Velin",female,22.0,0,0,347085,7.775,,Southampton,C,
456,3rd,0,"Hagardon, Miss. Kate","Hagardon,  Kate",female,17.0,0,0,AQ/3. 30631,7.7333,,Queenstown,,
457,2nd,1,"Quick, Mrs. Frederick Charles (Jane Richards)","Quick,  Frederick Charles (Jane Richards)",female,33.0,0,2,26360,26.0,,Southampton,11,"Plymouth, Devon / Detroit, MI"
458,1st,0,"Chisholm, Mr. Roderick Robert Crispin","Chisholm, Roderick Robert Crispin",male,,0,0,112051,0.0,,Southampton,,"Liverpool, England / Belfast"
459,1st,1,"Goldenberg, Mrs. Samuel L (Edwiga Grabowska)","Goldenberg,  Samuel L (Edwiga Grabowska)",female,,1,0,17453,89.1042,C92,Cherbourg,5,"Paris, France / New York, NY"
460,3rd,0,"Rommetvedt, Mr. Knud Paust","Rommetvedt,  Knud Paust",male,,0,0,312993,7.775,,Southampton,,
461,3rd,0,"Salander, Mr. Karl Johan","Salander,  Karl Johan",male,24.0,0,0,7266,9.325,,Southampton,,
462,3rd,0,"Sage, Master. Thomas Henry","Sage, Master. Thomas Henry",male,,8,2,CA. 2343,69.55,,Southampton,,
463,1st,0,"Uruchurtu, Don. Manuel E","Uruchurtu, Don. Manuel E",male,40.0,0,0,PC 17601,27.7208,,Cherbourg,,"Mexico City, Mexico"
464,3rd,1,"Cribb, Miss. Laura Alice","Cribb,  Laura Alice",female,17.0,0,1,371362,16.1,,Southampton,12,"Bournemouth, England Newark, NJ"
465,3rd,0,"Murdlin, Mr. Joseph","Murdlin,  Joseph",male,,0,0,A./5. 3235,8.05,,Southampton,,
466,3rd,0,"Strom, Miss. Telma Matilda","Strom,  Telma Matilda",female,2.0,0,1,347054,10.4625,G6,Southampton,,
467,3rd,0,"Balkic, Mr. Cerin","Balkic,  Cerin",male,26.0,0,0,349248,7.8958,,Southampton,,
468,3rd,0,"Ibrahim Shawah, Mr. Yousseff","Ibrahim Shawah,  Yousseff",male,30.0,0,0,2685,7.2292,,Cherbourg,,
469,3rd,0,"Wenzel, Mr. Linhart","Wenzel,  Linhart",male,32.5,0,0,345775,9.5,,Southampton,,
470,1st,0,"Ringhini, Mr. Sante","Ringhini,  Sante",male,22.0,0,0,PC 17760,135.6333,,Cherbourg,,
471,1st,0,"Colley, Mr. Edward Pomeroy","Colley, Edward Pomeroy",male,47.0,0,0,5727,25.5875,E58,Southampton,,"Victoria, BC"
472,1st,1,"Stahelin-Maeglin, Dr. Max","Stahelin-Maeglin, Dr. Max",male,32.0,0,0,13214,30.5,B50,Cherbourg,3,"Basel, Switzerland"
473,3rd,1,"Peter, Mrs. Catherine (Catherine Rizk)","Peter,  Catherine (Catherine Rizk)",female,,0,2,2668,22.3583,,Cherbourg,D,
474,3rd,1,"Bing, Mr. Lee","Bing,  Lee",male,32.0,0,0,1601,56.4958,,Southampton,C,"Hong Kong New York, NY"
475,3rd,0,"Andersson, Miss. Ida Augusta Margareta","Andersson,  Ida Augusta Margareta",female,38.0,4,2,347091,7.775,,Southampton,,"Vadsbro, Sweden Ministee, MI"
476,1st,0,"Reuchlin, Jonkheer. John George","Reuchlin, Jonkheer. John George",male,38.0,0,0,19972,0.0,,Southampton,,"Rotterdam, Netherlands"
477,3rd,0,"Asplund, Mr. Carl Oscar Vilhelm Gustafsson","Asplund,  Carl Oscar Vilhelm Gustafsson",male,40.0,1,5,347077,31.3875,,Southampton,,"Sweden  Worcester, MA"
478,3rd,1,"Chip, Mr. Chang","Chip,  Chang",male,32.0,0,0,1601,56.4958,,Southampton,C,"Hong Kong New York, NY"
479,2nd,0,"Milling, Mr. Jacob Christian","Milling,  Jacob Christian",male,48.0,0,0,234360,13.0,,Southampton,,"Copenhagen, Denmark"
480,1st,0,"Carrau, Mr. Francisco M","Carrau, Francisco M",male,28.0,0,0,113059,47.1,,Southampton,,"Montevideo, Uruguay"
481,3rd,0,"Crease, Mr. Ernest James","Crease,  Ernest James",male,19.0,0,0,S.P. 3464,8.1583,,Southampton,,"Bristol, England Cleveland, OH"
482,2nd,0,"Herman, Mr. Samuel","Herman,  Samuel",male,49.0,1,2,220845,65.0,,Southampton,,"Somerset / Bernardsville, NJ"
483,3rd,0,"Shaughnessy, Mr. Patrick","Shaughnessy,  Patrick",male,,0,0,370374,7.75,,Queenstown,,
484,1st,1,"Endres, Miss. Caroline Louise","Endres,  Caroline Louise",female,38.0,0,0,PC 17757,227.525,C45,Cherbourg,4,"New York, NY"
485,2nd,0,"de Brito, Mr. Jose Joaquim","de Brito,  Jose Joaquim",male,32.0,0,0,244360,13.0,,Southampton,,"Portugal / Sau Paulo, Brazil"
486,1st,1,"Brown, Mrs. John Murray (Caroline Lane Lamson)","Brown, John Murray (Caroline Lane Lamson)",female,59.0,2,0,11769,51.4792,C101,Southampton,D,"Belmont, MA"
487,2nd,0,"Wheeler, Mr. Edwin ""Frederick""","Wheeler,  Edwin ""Frederick""",male,,0,0,SC/PARIS 2159,12.875,,Southampton,,
488,2nd,0,"Knight, Mr. Robert J","Knight,  Robert J",male,,0,0,239855,0.0,,Southampton,,Belfast
489,1st,1,"Hawksford, Mr. Walter James","Hawksford,  Walter James",male,,0,0,16988,30.0,D45,Southampton,3,"Kingston, Surrey"
490,3rd,0,"Carlsson, Mr. Carl Robert","Carlsson,  Carl Robert",male,24.0,0,0,350409,7.8542,,Southampton,,"Goteborg, Sweden Huntley, IL"
491,3rd,1,"McGovern, Miss. Mary","McGovern,  Mary",female,,0,0,330931,7.8792,,Queenstown,13,
492,3rd,0,"Charters, Mr. David","Charters,  David",male,21.0,0,0,A/5. 13032,7.7333,,Queenstown,,"Ireland New York, NY"
493,3rd,0,"Rogers, Mr. William John","Rogers,  William John",male,,0,0,S.C./A.4. 23567,8.05,,Southampton,,
494,2nd,1,"Weisz, Mrs. Leopold (Mathilde Francoise Pede)","Weisz,  Leopold (Mathilde Francoise Pede)",female,29.0,1,0,228414,26.0,,Southampton,10,"Bromsgrove, England / Montreal, PQ"
495,1st,0,"Futrelle, Mr. Jacques Heath","Futrelle,  Jacques Heath",male,37.0,1,0,113803,53.1,C123,Southampton,,"Scituate, MA"
496,3rd,0,"Gronnestad, Mr. Daniel Danielsen","Gronnestad,  Daniel Danielsen",male,32.0,0,0,8471,8.3625,,Southampton,,"Foresvik, Norway Portland, ND"
497,3rd,0,"Andersson, Miss. Ellis Anna Maria","Andersson,  Ellis Anna Maria",female,2.0,4,2,347082,31.275,,Southampton,,"Sweden Winnipeg, MN"
498,3rd,0,"Ahlin, Mrs. Johan (Johanna Persdotter Larsson)","Ahlin,  Johan (Johanna Persdotter Larsson)",female,40.0,1,0,7546,9.475,,Southampton,,"Sweden Akeley, MN"
499,1st,1,"Bishop, Mrs. Dickinson H (Helen Walton)","Bishop, Dickinson H (Helen Walton)",female,19.0,1,0,11967,91.0792,B49,Cherbourg,7,"Dowagiac, MI"
500,3rd,0,"Harknett, Miss. Alice Phoebe","Harknett,  Alice Phoebe",female,,0,0,W./C. 6609,7.55,,Southampton,,
501,3rd,0,"Foley, Mr. William","Foley,  William",male,,0,0,365235,7.75,,Queenstown,,Ireland
502,3rd,0,"Vestrom, Miss. Hulda Amanda Adolfina","Vestrom,  Hulda Amanda Adolfina",female,14.0,0,0,350406,7.8542,,Southampton,,
503,3rd,0,"Lundahl, Mr. Johan Svensson","Lundahl,  Johan Svensson",male,51.0,0,0,347743,7.0542,,Southampton,,
504,1st,1,"Brown, Mrs. James Joseph (Margaret Tobin)","Brown, James Joseph (Margaret Tobin)",female,44.0,0,0,PC 17610,27.7208,B4,Cherbourg,6,"Denver, CO"
505,3rd,0,"Goodwin, Miss. Lillian Amy","Goodwin,  Lillian Amy",female,16.0,5,2,CA 2144,46.9,,Southampton,,"Wiltshire, England Niagara Falls, NY"
506,3rd,0,"Lefebre, Mrs. Frank (Frances)","Lefebre,  Frank (Frances)",female,,0,4,4133,25.4667,,Southampton,,
507,1st,1,"Stengel, Mrs. Charles Emil Henry (Annie May Morris)","Stengel,  Charles Emil Henry (Annie May Morris)",female,43.0,1,0,11778,55.4417,C116,Cherbourg,5,"Newark, NJ"
508,1st,1,"Meyer, Mrs. Edgar Joseph (Leila Saks)","Meyer,  Edgar Joseph (Leila Saks)",female,,1,0,PC 17604,82.1708,,Cherbourg,6,"New York, NY"
509,3rd,0,"Lefebre, Miss. Ida","Lefebre,  Ida",female,,3,1,4133,25.4667,,Southampton,,
510,3rd,0,"Johanson, Mr. Jakob Alfred","Johanson,  Jakob Alfred",male,34.0,0,0,3101264,6.4958,,Southampton,,
511,1st,1,"Bowerman, Miss. Elsie Edith","Bowerman, Elsie Edith",female,22.0,0,1,113505,55.0,E33,Southampton,6,"St Leonards-on-Sea, England Ohio"
512,2nd,1,"Brown, Mrs. Thomas William Solomon (Elizabeth Catherine Ford)","Brown,  Thomas William Solomon (Elizabeth Catherine Ford)",female,40.0,1,1,29750,39.0,,Southampton,14,"Cape Town, South Africa / Seattle, WA"
513,1st,1,"Beckwith, Mrs. Richard Leonard (Sallie Monypeny)","Beckwith, Richard Leonard (Sallie Monypeny)",female,47.0,1,1,11751,52.5542,D35,Southampton,5,"New York, NY"
514,1st,0,"Keeping, Mr. Edwin","Keeping,  Edwin",male,32.5,0,0,113503,211.5,C132,Cherbourg,,
515,3rd,1,"Madigan, Miss. Margaret ""Maggie""","Madigan,  Margaret ""Maggie""",female,,0,0,370370,7.75,,Queenstown,15,
516,1st,1,"Cleaver, Miss. Alice","Cleaver, Alice",female,22.0,0,0,113781,151.55,,Southampton,11,
517,3rd,1,"Olsson, Mr. Oscar Wilhelm","Olsson,  Oscar Wilhelm",male,32.0,0,0,347079,7.775,,Southampton,A,
518,3rd,0,"Boulos, Mrs. Joseph (Sultana)","Boulos,  Joseph (Sultana)",female,,0,2,2678,15.2458,,Cherbourg,,"Syria Kent, ON"
519,1st,1,"Fortune, Miss. Mabel Helen","Fortune,  Mabel Helen",female,23.0,3,2,19950,263.0,C23 C25 C27,Southampton,10,"Winnipeg, MB"
520,2nd,1,"Brown, Miss. Amelia ""Mildred""","Brown,  Amelia ""Mildred""",female,24.0,0,0,248733,13.0,F33,Southampton,11,"London / Montreal, PQ"
521,3rd,1,"Shine, Miss. Ellen Natalia","Shine,  Ellen Natalia",female,,0,0,330968,7.7792,,Queenstown,,
522,3rd,0,"Hagland, Mr. Konrad Mathias Reiersen","Hagland,  Konrad Mathias Reiersen",male,,1,0,65304,19.9667,,Southampton,,
523,3rd,1,"Madsen, Mr. Fridtjof Arne","Madsen,  Fridtjof Arne",male,24.0,0,0,C 17369,7.1417,,Southampton,13,
524,2nd,0,"Abelson, Mr. Samuel","Abelson,  Samuel",male,30.0,1,0,P/PP 3381,24.0,,Cherbourg,,"Russia New York, NY"
525,2nd,1,"Lemore, Mrs. (Amelia Milley)","Lemore,  (Amelia Milley)",female,34.0,0,0,C.A. 34260,10.5,F33,Southampton,14,"Chicago, IL"
526,3rd,0,"Markun, Mr. Johann","Markun,  Johann",male,33.0,0,0,349257,7.8958,,Southampton,,
527,3rd,0,"Baccos, Mr. Raffull","Baccos,  Raffull",male,20.0,0,0,2679,7.225,,Cherbourg,,
528,3rd,0,"Dooley, Mr. Patrick","Dooley,  Patrick",male,32.0,0,0,370376,7.75,,Queenstown,,"Ireland New York, NY"
529,1st,1,"Taylor, Mr. Elmer Zebley","Taylor,  Elmer Zebley",male,48.0,1,0,19996,52.0,C126,Southampton,5 7,"London /  East Orange, NJ"
530,1st,1,"Ryerson, Miss. Emily Borie","Ryerson,  Emily Borie",female,18.0,2,2,PC 17608,262.375,B57 B59 B63 B66,Cherbourg,4,"Haverford, PA / Cooperstown, NY"
531,1st,1,"Wick, Miss. Mary Natalie","Wick,  Mary Natalie",female,31.0,0,2,36928,164.8667,C7,Southampton,8,"Youngstown, OH"
532,3rd,1,"de Messemaeker, Mrs. Guillaume Joseph (Emma)","de Messemaeker,  Guillaume Joseph (Emma)",female,36.0,1,0,345572,17.4,,Southampton,13,"Tampico, MT"
533,3rd,0,"Tikkanen, Mr. Juho","Tikkanen,  Juho",male,32.0,0,0,STON/O 2. 3101293,7.925,,Southampton,,
534,1st,0,"Butt, Major. Archibald Willingham","Butt, Major. Archibald Willingham",male,45.0,0,0,113050,26.55,B38,Southampton,,"Washington, DC"
535,1st,1,"Lindstrom, Mrs. Carl Johan (Sigrid Posse)","Lindstrom,  Carl Johan (Sigrid Posse)",female,55.0,0,0,112377,27.7208,,Cherbourg,6,"Stockholm, Sweden"
536,2nd,0,"Giles, Mr. Edgar","Giles,  Edgar",male,21.0,1,0,28133,11.5,,Southampton,,"Cornwall / Camden, NJ"
537,1st,1,"Stephenson, Mrs. Walter Bertram (Martha Eustis)","Stephenson,  Walter Bertram (Martha Eustis)",female,52.0,1,0,36947,78.2667,D20,Cherbourg,4,"Haverford, PA"
538,3rd,1,"Goldsmith, Mrs. Frank John (Emily Alice Brown)","Goldsmith,  Frank John (Emily Alice Brown)",female,31.0,1,1,363291,20.525,,Southampton,C D,"Strood, Kent, England Detroit, MI"
539,1st,1,"Crosby, Miss. Harriet R","Crosby, Harriet R",female,36.0,0,2,WE/P 5735,71.0,B22,Southampton,7,"Milwaukee, WI"
540,3rd,0,"Scanlan, Mr. James","Scanlan,  James",male,,0,0,36209,7.725,,Queenstown,,
541,1st,1,"Marvin, Mrs. Daniel Warner (Mary Graham Carmichael Farquarson)","Marvin,  Daniel Warner (Mary Graham Carmichael Farquarson)",female,18.0,1,0,113773,53.1,D30,Southampton,10,"New York, NY"
542,1st,0,"Stewart, Mr. Albert A","Stewart,  Albert A",male,,0,0,PC 17605,27.7208,,Cherbourg,,"Gallipolis, Ohio / ? Paris / New York"
543,1st,1,"Frauenthal, Dr. Henry William","Frauenthal, Dr. Henry William",male,50.0,2,0,PC 17611,133.65,,Southampton,5,"New York, NY"
544,3rd,0,"Thomas, Mr. John","Thomas,  John",male,,0,0,2681,6.4375,,Cherbourg,,
545,3rd,0,"Spinner, Mr. Henry John","Spinner,  Henry John",male,32.0,0,0,STON/OQ. 369943,8.05,,Southampton,,
546,3rd,1,"Moran, Miss. Bertha","Moran,  Bertha",female,,1,0,371110,24.15,,Queenstown,16,
547,1st,1,"Astor, Mrs. John Jacob (Madeleine Talmadge Force)","Astor,  John Jacob (Madeleine Talmadge Force)",female,18.0,1,0,PC 17757,227.525,C62 C64,Cherbourg,4,"New York, NY"
548,3rd,0,"McGowan, Miss. Katherine","McGowan,  Katherine",female,35.0,0,0,9232,7.75,,Queenstown,,
549,1st,1,"Calderhead, Mr. Edward Pennington","Calderhead, Edward Pennington",male,42.0,0,0,PC 17476,26.2875,E24,Southampton,5,"New York, NY"
550,3rd,1,"Coutts, Master. William Loch ""William""","Coutts, Master. William Loch ""William""",male,3.0,1,1,C.A. 37671,15.9,,Southampton,2,"England Brooklyn, NY"
551,3rd,0,"Hansen, Mr. Henrik Juul","Hansen,  Henrik Juul",male,26.0,1,0,350025,7.8542,,Southampton,,
